time,cD,cL
0.897,2.74644,-0.00749848
0.898,2.75332,0.00165237
0.899,2.75273,0.00232826
0.9,2.7571,-0.00549868
0.901,2.7539,-0.00234395
0.902,2.75623,-0.0126265
0.903,2.75643,-0.0131692
0.904,2.75195,-0.00645187
0.905,2.74253,0.0141622
0.906,2.74733,0.0131433
0.907,2.74378,0.00486674
0.908,2.74267,0.00415264
0.909,2.75095,0.0138048
0.91,2.75092,0.0142731
0.911,2.74635,0.00852646
0.912,2.75342,0.0155794
0.913,2.75217,0.0154095
0.914,2.75747,0.021295
0.915,2.75514,0.0350128
0.916,2.75479,0.0346118
0.917,2.75434,0.0339792
0.918,2.75712,0.0412515
0.919,2.74885,0.0397469
0.92,2.74776,0.0457715
0.921,2.73952,0.0449251
0.922,2.7399,0.0512252
0.923,2.73364,0.0523357
0.924,2.72738,0.079476
0.925,2.72748,0.079624
0.926,2.7277,0.0799571
0.927,2.73785,0.103847
0.928,2.73936,0.115024
0.929,2.74027,0.11566
0.93,2.72901,0.111707
0.931,2.73101,0.120748
0.932,2.72162,0.119686
0.933,2.72126,0.11935
0.934,2.72546,0.126363
0.935,2.71794,0.122965
0.936,2.72002,0.126448
0.937,2.71556,0.123912
0.938,2.72004,0.127302
0.939,2.72608,0.130178
0.94,2.72569,0.13019
0.941,2.72868,0.133925
0.942,2.72491,0.132571
0.943,2.72645,0.136583
0.944,2.72652,0.137221
0.945,2.72396,0.133621
0.946,2.73032,0.130031
0.947,2.73069,0.130421
0.948,2.7018,0.130429
0.949,2.72428,0.125418
0.95,2.72528,0.126025
0.951,2.71004,0.122031
0.952,2.70951,0.121644
0.953,2.71545,0.127981
0.954,2.71592,0.128655
0.955,2.70929,0.122992
0.956,2.71359,0.126377
0.957,2.70963,0.124172
0.958,2.71203,0.125907
0.959,2.71222,0.126292
0.96,2.70791,0.123742
0.961,2.70253,0.111371
0.962,2.70978,0.10815
0.963,2.70811,0.107896
0.964,2.73613,0.112247
0.965,2.72025,0.101316
0.966,2.73092,0.110435
0.967,2.72519,0.109165
0.968,2.74192,0.118304
0.969,2.73181,0.116614
0.97,2.74985,0.124788
0.971,2.74448,0.124025
0.972,2.75009,0.128822
0.973,2.75967,0.138986
0.974,2.75919,0.138569
0.975,2.76525,0.144374
0.976,2.76349,0.144378
0.977,2.76874,0.14999
0.978,2.77228,0.156874
0.979,2.77191,0.156714
0.98,2.77726,0.160715
0.981,2.78443,0.163502
0.982,2.7843,0.163578
0.983,2.8356,0.169103
0.984,2.83392,0.168984
0.985,2.88994,0.183596
0.986,2.82458,0.153972
0.987,2.83359,0.165518
0.988,2.83198,0.153708
0.989,2.81695,0.156105
0.99,2.80581,0.148589
0.991,2.78083,0.151102
0.992,2.75951,0.141999
0.993,2.76779,0.151465
0.994,2.7679,0.147883
0.995,2.766,0.137484
0.996,2.76881,0.145771
0.997,2.75723,0.139756
0.998,2.75975,0.131577
0.999,2.75192,0.126115
1,2.75686,0.125211
1.001,2.763,0.12339
1.002,2.78986,0.104624
1.003,2.78641,0.101011
1.004,2.78464,0.112161
1.005,2.78867,0.11442
1.006,2.79015,0.105179
1.007,2.79763,0.108708
1.008,2.79639,0.102209
1.009,2.80302,0.106059
1.01,2.8022,0.103298
1.011,2.83963,0.123252
1.012,2.8487,0.117142
1.013,2.84761,0.129215
1.014,2.84568,0.124247
1.015,2.8457,0.123057
1.016,2.84863,0.135941
1.017,2.84634,0.129127
1.018,2.84605,0.128387
1.019,2.8518,0.136437
1.02,2.85002,0.131842
1.021,2.85553,0.135514
1.022,2.85446,0.132576
1.023,2.92414,0.145827
1.024,2.92676,0.148156
1.025,2.92189,0.163199
1.026,2.92002,0.192521
1.027,2.92165,0.179238
1.028,2.93696,0.175116
1.029,2.93563,0.170342
1.03,2.93639,0.170987
1.031,2.93436,0.167891
1.032,2.89917,0.155534
1.033,2.91164,0.159337
1.034,2.90448,0.145119
1.035,2.91293,0.142124
1.036,2.90456,0.129414
1.037,2.9032,0.109319
1.038,2.90448,0.110216
1.039,2.86068,0.0752481
1.04,2.86119,0.0669128
1.041,2.85607,0.055515
1.042,2.85956,0.0553947
1.043,2.81761,-0.00872921
1.044,2.8061,-0.00196705
1.045,2.80308,-0.0128272
1.046,2.80089,-0.00244992
1.047,2.79466,-0.0108889
1.048,2.79444,-0.0122997
1.049,2.79535,-0.00224607
1.05,2.79519,-0.00143509
1.051,2.79512,-0.0159259
1.052,2.80695,-0.0249626
1.053,2.81012,-0.0278241
1.054,2.79458,-0.0124725
1.055,2.80093,-0.0239096
1.056,2.8099,-0.0206021
1.057,2.81103,-0.0292716
1.058,2.81088,-0.030148
1.059,2.81122,-0.0290225
1.06,2.82394,-0.0350608
1.061,2.82018,-0.0295939
1.062,2.82789,-0.030426
1.063,2.82326,-0.0259349
1.064,2.82893,-0.0250635
1.065,2.82784,-0.0207285
1.066,2.83312,-0.0215289
1.067,2.85319,-0.0196135
1.068,2.85348,-0.0192562
1.069,2.85136,-0.0287605
1.07,2.85169,-0.0119657
1.071,2.851,-0.0200253
1.072,2.85068,-0.0212132
1.073,2.85528,-0.0102632
1.074,2.85353,-0.0187555
1.075,2.85805,-0.0163345
1.076,2.85423,-0.023744
1.077,2.85812,-0.0217609
1.078,2.85392,-0.0351356
1.079,2.85364,-0.0354986
1.08,2.85781,-0.0321041
1.081,2.85801,-0.0490466
1.082,2.85618,-0.0458173
1.083,2.85532,-0.0443592
1.084,2.86594,-0.0616498
1.085,2.86434,-0.0552183
1.086,2.86917,-0.0648605
1.087,2.90136,-0.0762689
1.088,2.9172,-0.085671
1.089,2.90506,-0.0805869
1.09,2.89476,-0.0537611
1.091,2.9044,-0.059642
1.092,2.90946,-0.0918994
1.093,2.91952,-0.0974049
1.094,2.92002,-0.0963617
1.095,2.91802,-0.112558
1.096,2.92124,-0.103043
1.097,2.92313,-0.113671
1.098,2.92289,-0.106246
1.099,2.92393,-0.115418
1.1,2.92521,-0.114649
1.101,2.92665,-0.122399
1.102,2.9377,-0.153938
1.103,2.9463,-0.151378
1.104,2.93818,-0.146797
1.105,2.95451,-0.128946
1.106,2.95524,-0.129542
1.107,2.96628,-0.122909
1.108,2.96597,-0.123073
1.109,2.97405,-0.126026
1.11,2.95336,-0.0943662
1.111,2.95934,-0.109322
1.112,2.96876,-0.0982373
1.113,2.96962,-0.0969876
1.114,2.96297,-0.111538
1.115,2.96873,-0.103333
1.116,2.97013,-0.102572
1.117,2.91819,-0.129401
1.118,2.92734,-0.12959
1.119,2.93455,-0.16603
1.12,2.91976,-0.156469
1.121,2.92788,-0.15702
1.122,2.91259,-0.151643
1.123,2.9232,-0.152263
1.124,2.91439,-0.151251
1.125,2.92664,-0.145824
1.126,2.92737,-0.146367
1.127,2.91929,-0.144712
1.128,2.92784,-0.143318
1.129,2.9252,-0.144807
1.13,2.92461,-0.144896
1.131,2.932,-0.145656
1.132,2.91822,-0.165496
1.133,2.92005,-0.169471
1.134,2.91757,-0.160339
1.135,2.92016,-0.168834
1.136,2.91688,-0.163998
1.137,2.91728,-0.171001
1.138,2.8924,-0.191456
1.139,2.90571,-0.197781
1.14,2.89594,-0.201416
1.141,2.90304,-0.200747
1.142,2.89614,-0.205243
1.143,2.90369,-0.203463
1.144,2.89816,-0.207937
1.145,2.90461,-0.205695
1.146,2.90074,-0.209245
1.147,2.90644,-0.206767
1.148,2.90376,-0.209398
1.149,2.93877,-0.195547
1.15,2.92077,-0.191336
1.151,2.92857,-0.193207
1.152,2.89647,-0.205163
1.153,2.88654,-0.212096
1.154,2.88919,-0.199422
1.155,2.90197,-0.207942
1.156,2.90327,-0.205482
1.157,2.91192,-0.206092
1.158,2.91345,-0.214155
1.159,2.90913,-0.214626
1.16,2.91194,-0.20206
1.161,2.90866,-0.208445
1.162,2.91135,-0.196295
1.163,2.90903,-0.203152
1.164,2.91003,-0.193575
1.165,2.90526,-0.199583
1.166,2.89966,-0.190482
1.167,2.8944,-0.194414
1.168,2.82673,-0.168353
1.169,2.83784,-0.175724
1.17,2.834,-0.170628
1.171,2.84598,-0.175458
1.172,2.84647,-0.172503
1.173,2.85357,-0.175036
1.174,2.86251,-0.158745
1.175,2.86726,-0.177
1.176,2.87156,-0.166787
1.177,2.8475,-0.206324
1.178,2.82377,-0.196819
1.179,2.81088,-0.207082
1.18,2.8206,-0.196735
1.181,2.82548,-0.211884
1.182,2.83571,-0.198671
1.183,2.83717,-0.209312
1.184,2.84461,-0.202337
1.185,2.84372,-0.20818
1.186,2.85467,-0.201989
1.187,2.85429,-0.206192
1.188,2.88214,-0.1903
1.189,2.88565,-0.198702
1.19,2.8786,-0.188343
1.191,2.88365,-0.198304
1.192,2.87767,-0.193525
1.193,2.85994,-0.215941
1.194,2.86941,-0.197462
1.195,2.92962,-0.203748
1.196,2.92482,-0.188707
1.197,2.93134,-0.20569
1.198,2.92271,-0.197103
1.199,2.92315,-0.195715
1.2,2.92302,-0.21215
1.201,2.91149,-0.202566
1.202,2.79773,-0.229382
1.203,2.82286,-0.233802
1.204,2.84173,-0.227922
1.205,2.88633,-0.197937
1.206,2.89215,-0.22751
1.207,2.87623,-0.206499
1.208,2.84598,-0.209678
1.209,2.83457,-0.20152
1.21,2.83191,-0.21096
1.211,2.82583,-0.199403
1.212,2.82554,-0.206496
1.213,2.82533,-0.195977
1.214,2.82708,-0.202565
1.215,2.83068,-0.193081
1.216,2.83818,-0.194981
1.217,2.84017,-0.186938
1.218,2.85806,-0.149269
1.219,2.84676,-0.14273
1.22,2.83753,-0.138514
1.221,2.81959,-0.13362
1.222,2.72431,-0.133647
1.223,2.75084,-0.119185
1.224,2.7788,-0.133879
1.225,2.82995,-0.111407
1.226,2.82857,-0.112163
1.227,2.76979,-0.105334
1.228,2.76807,-0.107826
1.229,2.75282,-0.102966
1.23,2.76029,-0.1032
1.231,2.76072,-0.103458
1.232,2.75164,-0.0997546
1.233,2.76551,-0.0961614
1.234,2.76435,-0.0947194
1.235,2.77521,-0.0896153
1.236,2.86934,-0.0271054
1.237,2.88175,-0.0392053
1.238,2.8207,-0.0453092
1.239,2.8563,-0.0513978
1.24,2.8777,-0.061457
1.241,2.8976,-0.0511547
1.242,2.85404,-0.0885165
1.243,2.85021,-0.0813358
1.244,2.85853,-0.0813988
1.245,2.84825,-0.0807123
1.246,2.85853,-0.0771408
1.247,2.85933,-0.077178
1.248,2.8505,-0.0772925
1.249,2.85066,-0.0280544
1.25,2.83468,-0.0191999
1.251,2.83798,-0.0346726
1.252,2.83137,-0.0288537
1.253,2.83546,-0.0385063
1.254,2.8635,-0.0396505
1.255,2.86632,-0.0355088
1.256,2.83584,-0.00851788
1.257,2.84718,-0.013007
1.258,2.85136,-0.00454664
1.259,2.85553,-0.0109166
1.26,2.85715,0.000776647
1.261,2.85369,-0.00610638
1.262,2.85008,0.0054696
1.263,2.85045,0.00659601
1.264,2.8469,-0.00289654
1.265,2.84832,0.00236195
1.266,2.84484,-0.0010473
1.267,2.83311,-0.011419
1.268,2.83833,-0.0204143
1.269,2.83004,3.29194e-05
1.27,2.80483,0.0422863
1.271,2.81316,0.0100665
1.272,2.81597,0.0297201
1.273,2.83656,0.0439628
1.274,2.8395,0.0401485
1.275,2.83909,0.0595144
1.276,2.83973,0.0632991
1.277,2.8369,0.0805585
1.278,2.83514,0.0779553
1.279,2.8337,0.0917629
1.28,2.83083,0.0877327
1.281,2.81398,0.136098
1.282,2.82752,0.130893
1.283,2.83796,0.130787
1.284,2.83653,0.132368
1.285,2.8521,0.123517
1.286,2.86451,0.12002
1.287,2.86361,0.121113
1.288,2.89304,0.104358
1.289,2.89884,0.116636
1.29,2.89256,0.102812
1.291,2.88311,0.121327
1.292,2.8751,0.119064
1.293,2.82831,0.179441
1.294,2.85195,0.151512
1.295,2.84711,0.154136
1.296,2.91958,0.086744
1.297,2.92029,0.0999904
1.298,2.90665,0.089673
1.299,2.8528,0.140897
1.3,2.87522,0.120305
1.301,2.86768,0.132669
1.302,2.88111,0.119062
1.303,2.87759,0.125712
1.304,2.88962,0.115561
1.305,2.88425,0.11941
1.306,2.89313,0.111314
1.307,2.88787,0.114709
1.308,2.87047,0.123512
1.309,2.87214,0.138225
1.31,2.87484,0.155011
1.311,2.86558,0.166079
1.312,2.86174,0.1661
1.313,2.86243,0.165379
1.314,2.85414,0.176536
1.315,2.85873,0.174602
1.316,2.8654,0.209314
1.317,2.86628,0.194937
1.318,2.87105,0.206834
1.319,2.87144,0.20246
1.32,2.87118,0.201953
1.321,2.87443,0.212095
1.322,2.86966,0.238483
1.323,2.86838,0.242763
1.324,2.87684,0.233752
1.325,2.8735,0.236816
1.326,2.90325,0.223775
1.327,2.90374,0.222815
1.328,2.86864,0.262686
1.329,2.89031,0.243229
1.33,2.88083,0.249214
1.331,2.89151,0.245158
1.332,2.89196,0.245214
1.333,2.88607,0.250297
1.334,2.89864,0.248351
1.335,2.89566,0.248867
1.336,2.90386,0.250181
1.337,2.90632,0.261322
1.338,2.9102,0.251247
1.339,2.90068,0.258234
1.34,2.90059,0.259013
1.341,2.90374,0.252724
1.342,2.90237,0.261912
1.343,2.90262,0.262637
1.344,2.89992,0.269137
1.345,2.90651,0.26733
1.346,2.90687,0.267337
1.347,2.90071,0.26321
1.348,2.90803,0.257051
1.349,2.90719,0.268965
1.35,2.90339,0.265229
1.351,2.90575,0.286587
1.352,2.9096,0.277195
1.353,2.9104,0.272625
1.354,2.9149,0.264967
1.355,2.91533,0.26525
1.356,2.91115,0.267597
1.357,2.9184,0.235222
1.358,2.9234,0.242757
1.359,2.92754,0.246945
1.36,2.92642,0.253624
1.361,2.92933,0.252478
1.362,2.92396,0.254411
1.363,2.92342,0.254955
1.364,2.93143,0.251581
1.365,2.92555,0.247684
1.366,2.93105,0.246622
1.367,2.93157,0.236913
1.368,2.92966,0.232005
1.369,2.90461,0.270104
1.37,2.9132,0.263075
1.371,2.91163,0.258079
1.372,2.91982,0.257106
1.373,2.91432,0.252915
1.374,2.91353,0.252943
1.375,2.92285,0.255755
1.376,2.91534,0.251801
1.377,2.92155,0.254729
1.378,2.91622,0.251428
1.379,2.9248,0.249005
1.38,2.91022,0.258198
1.381,2.91983,0.257748
1.382,2.90435,0.28777
1.383,2.90485,0.289565
1.384,2.89568,0.264512
1.385,2.90875,0.268178
1.386,2.91117,0.265637
1.387,2.91202,0.26611
1.388,2.90245,0.265058
1.389,2.90197,0.265456
1.39,2.90975,0.264647
1.391,2.91136,0.265468
1.392,2.89574,0.260314
1.393,2.85855,0.22418
1.394,2.86489,0.227731
1.395,2.90274,0.231874
1.396,2.88483,0.211328
1.397,2.89855,0.209039
1.398,2.87791,0.204133
1.399,2.88719,0.201998
1.4,2.87499,0.179719
1.401,2.88691,0.171441
1.402,2.92483,0.193315
1.403,2.9349,0.193189
1.404,2.91197,0.182809
1.405,2.89756,0.157481
1.406,2.88938,0.156631
1.407,2.91283,0.164314
1.408,2.90745,0.172053
1.409,2.9148,0.169255
1.41,2.91512,0.167853
1.411,2.91179,0.180369
1.412,2.90364,0.178798
1.413,2.89321,0.172285
1.414,2.90215,0.138557
1.415,2.88807,0.142284
1.416,2.89182,0.139057
1.417,2.88471,0.148404
1.418,2.8871,0.140814
1.419,2.88943,0.145101
1.42,2.89916,0.134203
1.421,2.89157,0.0971536
1.422,2.89623,0.0913505
1.423,2.89221,0.0979856
1.424,2.8924,0.0900591
1.425,2.89277,0.0999963
1.426,2.89094,0.0936256
1.427,2.89723,0.101339
1.428,2.90228,0.0861742
1.429,2.89098,0.0467641
1.43,2.89236,0.0408155
1.431,2.8961,0.0537519
1.432,2.89342,0.0506858
1.433,2.89749,0.0612372
1.434,2.89377,0.0565529
1.435,2.89764,0.061447
1.436,2.89596,0.0419001
1.437,2.8916,0.04375
1.438,2.89425,0.0300377
1.439,2.88902,0.032006
1.44,2.89037,0.0174757
1.441,2.88641,0.0202728
1.442,2.88694,0.0094126
1.443,2.86868,-0.0538519
1.444,2.8791,-0.0523686
1.445,2.88379,-0.0205181
1.446,2.88821,-0.0372701
1.447,2.8814,-0.0343194
1.448,2.88678,-0.0561335
1.449,2.88062,-0.0526249
1.45,2.88012,-0.0515839
1.451,2.88618,-0.0664568
1.452,2.88021,-0.0619066
1.453,2.87982,-0.0613472
1.454,2.88411,-0.0712326
1.455,2.87421,-0.0994438
1.456,2.87167,-0.122178
1.457,2.88051,-0.113368
1.458,2.88509,-0.126279
1.459,2.88541,-0.126695
1.46,2.87314,-0.115773
1.461,2.87471,-0.133446
1.462,2.88115,-0.139764
1.463,2.87269,-0.138324
1.464,2.87844,-0.142392
1.465,2.87404,-0.177028
1.466,2.87974,-0.182533
1.467,2.88031,-0.183505
1.468,2.86955,-0.176773
1.469,2.87789,-0.183382
1.47,2.88772,-0.197556
1.471,2.88137,-0.188181
1.472,2.88511,-0.188268
1.473,2.88487,-0.206553
1.474,2.88101,-0.204977
1.475,2.88662,-0.212726
1.476,2.88291,-0.214095
1.477,2.88897,-0.220709
1.478,2.89799,-0.247272
1.479,2.89563,-0.259931
1.48,2.89544,-0.247747
1.481,2.89219,-0.256361
1.482,2.89201,-0.257833
1.483,2.89465,-0.250133
1.484,2.89241,-0.2544
1.485,2.89042,-0.26796
1.486,2.89075,-0.257315
1.487,2.89753,-0.278074
1.488,2.88977,-0.281899
1.489,2.89158,-0.30418
1.49,2.88964,-0.297042
1.491,2.89344,-0.306615
1.492,2.88881,-0.311104
1.493,2.8896,-0.324901
1.494,2.89238,-0.323628
1.495,2.8947,-0.325307
1.496,2.89474,-0.333225
1.497,2.89346,-0.33547
1.498,2.89788,-0.334627
1.499,2.90827,-0.345257
1.5,2.90599,-0.347026
1.501,2.90918,-0.347704
1.502,2.90947,-0.347945
1.503,2.90992,-0.347969
1.504,2.90581,-0.353596
1.505,2.92472,-0.398257
1.506,2.91886,-0.389066
1.507,2.91836,-0.390497
1.508,2.925,-0.379081
1.509,2.92744,-0.374916
1.51,2.9281,-0.37521
1.511,2.92054,-0.381451
1.512,2.92837,-0.378299
1.513,2.92895,-0.378113
1.514,2.93456,-0.403613
1.515,2.93652,-0.395104
1.516,2.92917,-0.397659
1.517,2.93431,-0.388469
1.518,2.92339,-0.390088
1.519,2.92382,-0.393279
1.52,2.9342,-0.412229
1.521,2.94083,-0.407983
1.522,2.9406,-0.406956
1.523,2.94016,-0.403596
1.524,2.9425,-0.405333
1.525,2.94378,-0.406847
1.526,2.94575,-0.40653
1.527,2.95227,-0.413941
1.528,2.94796,-0.416927
1.529,2.95523,-0.412282
1.53,2.94955,-0.408265
1.531,2.94992,-0.413659
1.532,2.94658,-0.417733
1.533,2.95161,-0.41759
1.534,2.95245,-0.424715
1.535,2.94904,-0.427014
1.536,2.94373,-0.415187
1.537,2.94775,-0.415852
1.538,2.94364,-0.421263
1.539,2.94966,-0.430666
1.54,2.95142,-0.426457
1.541,2.95167,-0.408198
1.542,2.94788,-0.413636
1.543,2.95186,-0.427861
1.544,2.95515,-0.421967
1.545,2.95873,-0.404581
1.546,2.95628,-0.415407
1.547,2.95665,-0.413004
1.548,2.95963,-0.410403
1.549,2.96714,-0.396196
1.55,2.96179,-0.399279
1.551,2.9615,-0.399582
1.552,2.96726,-0.3978
1.553,2.9684,-0.397401
1.554,2.95746,-0.404194
1.555,2.95682,-0.405108
1.556,2.96615,-0.397745
1.557,2.96693,-0.397909
1.558,2.96035,-0.400743
1.559,2.95609,-0.354766
1.56,2.95303,-0.366643
1.561,2.94837,-0.371332
1.562,2.95572,-0.367099
1.563,2.96122,-0.359243
1.564,2.95074,-0.360669
1.565,2.96216,-0.345695
1.566,2.96233,-0.345811
1.567,2.9597,-0.346659
1.568,2.96342,-0.335027
1.569,2.97611,-0.325778
1.57,2.97668,-0.320372
1.571,2.97517,-0.31914
1.572,2.97183,-0.319939
1.573,2.98347,-0.301869
1.574,2.98,-0.303701
1.575,2.97049,-0.303775
1.576,2.98049,-0.286833
1.577,2.97983,-0.285404
1.578,2.97126,-0.272671
1.579,2.98258,-0.255899
1.58,2.98294,-0.255629
1.581,2.97951,-0.258046
1.582,2.97935,-0.258384
1.583,2.98333,-0.252147
1.584,2.96903,-0.196303
1.585,2.98976,-0.180694
1.586,2.99087,-0.179529
1.587,2.97799,-0.187793
1.588,2.98812,-0.180627
1.589,2.98308,-0.185708
1.59,2.99067,-0.179842
1.591,2.99136,-0.179177
1.592,2.98515,-0.182407
1.593,2.98465,-0.182839
1.594,2.99129,-0.175617
1.595,2.98585,-0.144545
1.596,2.9839,-0.162966
1.597,2.99556,-0.152996
1.598,2.9821,-0.164852
1.599,2.98335,-0.151125
1.6,2.98984,-0.137394
1.601,2.97981,-0.131427
1.602,2.97857,-0.072708
1.603,2.97567,-0.0872884
1.604,2.9764,-0.0879789
1.605,2.96956,-0.0727503
1.606,2.96837,-0.0820724
1.607,2.95951,-0.069971
1.608,2.96001,-0.0677739
1.609,2.96441,-0.0547827
1.61,2.95808,-0.0565754
1.611,2.96578,-0.0423741
1.612,2.96149,-0.0502585
1.613,2.95359,-0.0173706
1.614,2.96489,-0.0229571
1.615,2.96243,-0.0030613
1.616,2.96223,-0.0105476
1.617,2.95118,0.00566404
1.618,2.9583,0.0070083
1.619,2.95219,0.0240953
1.62,2.95582,0.0311926
1.621,2.95086,0.0255646
1.622,2.95475,0.035965
1.623,2.9477,0.0659822
1.624,2.95406,0.068403
1.625,2.95424,0.0689427
1.626,2.95019,0.0724648
1.627,2.95645,0.0733434
1.628,2.9428,0.10472
1.629,2.95972,0.0937046
1.63,2.94673,0.10282
1.631,2.94778,0.124015
1.632,2.95083,0.121947
1.633,2.94155,0.141876
1.634,2.94955,0.140096
1.635,2.9438,0.155688
1.636,2.9432,0.162808
1.637,2.93637,0.175686
1.638,2.93738,0.182307
1.639,2.93363,0.195295
1.64,2.93556,0.19593
1.641,2.9115,0.347362
1.642,2.91163,0.349879
1.643,2.89286,0.321548
1.644,2.91638,0.316726
1.645,2.91234,0.313323
1.646,2.91365,0.322946
1.647,2.90512,0.320711
1.648,2.90703,0.385064
1.649,2.9009,0.370997
1.65,2.91064,0.376284
1.651,2.91381,0.341045
1.652,2.91018,0.347293
1.653,2.89594,0.388965
1.654,2.9053,0.391579
1.655,2.90571,0.387918
1.656,2.90246,0.386996
1.657,2.88708,0.414381
1.658,2.89275,0.41232
1.659,2.88871,0.41063
1.66,2.881,0.41169
1.661,2.88816,0.416438
1.662,2.88938,0.411497
1.663,2.87992,0.413007
1.664,2.87822,0.413424
1.665,2.89376,0.418335
1.666,2.89341,0.391897
1.667,2.90123,0.414796
1.668,2.90192,0.404873
1.669,2.90963,0.412373
1.67,2.90972,0.402098
1.671,2.91725,0.410644
1.672,2.91802,0.411435
1.673,2.90881,0.40871
1.674,2.91162,0.427815
1.675,2.89357,0.430862
1.676,2.88568,0.42856
1.677,2.89535,0.452303
1.678,2.88369,0.443749
1.679,2.88403,0.456867
1.68,2.87831,0.457019
1.681,2.87017,0.45862
1.682,2.8812,0.475736
1.683,2.87244,0.469161
1.684,2.87839,0.481612
1.685,2.87491,0.480752
1.686,2.883,0.487133
1.687,2.8841,0.490162
1.688,2.88999,0.490744
1.689,2.89098,0.493187
1.69,2.90462,0.49397
1.691,2.90789,0.496502
1.692,2.94663,0.47957
1.693,2.95437,0.492412
1.694,2.95456,0.494496
1.695,2.95402,0.479494
1.696,2.95395,0.479115
1.697,2.95595,0.491246
1.698,2.95639,0.492803
1.699,2.95396,0.483652
1.7,2.96707,0.455643
1.701,2.96654,0.450404
1.702,2.96477,0.449995
1.703,2.97028,0.410116
1.704,2.97279,0.401251
1.705,2.98033,0.404866
1.706,2.98654,0.394555
1.707,2.97537,0.379068
1.708,2.98448,0.387174
1.709,2.97682,0.379318
1.71,2.97238,0.38483
1.711,2.98689,0.388209
1.712,2.9888,0.388989
1.713,2.97039,0.381724
1.714,2.9754,0.386793
1.715,2.96368,0.423445
1.716,2.95016,0.423223
1.717,2.96344,0.430125
1.718,2.95336,0.427648
1.719,2.96028,0.433943
1.72,2.94283,0.450579
1.721,2.95425,0.458742
1.722,2.94753,0.454429
1.723,2.95132,0.458285
1.724,2.95536,0.460703
1.725,2.9518,0.458565
1.726,2.95867,0.464045
1.727,2.95911,0.456683
1.728,2.96556,0.459099
1.729,2.96992,0.456642
1.73,2.97119,0.449425
1.731,2.97547,0.451016
1.732,2.9776,0.435707
1.733,2.98256,0.434201
1.734,2.98235,0.430319
1.735,2.98538,0.429857
1.736,2.99734,0.403073
1.737,2.99384,0.398776
1.738,2.99475,0.399461
1.739,2.98653,0.392925
1.74,2.994,0.395968
1.741,2.99464,0.396502
1.742,2.98952,0.392175
1.743,2.97814,0.357626
1.744,2.98491,0.353062
1.745,2.9794,0.347149
1.746,2.98668,0.343946
1.747,2.99278,0.323618
1.748,2.99341,0.317014
1.749,2.99079,0.305298
1.75,2.99854,0.303994
1.751,2.99858,0.287938
1.752,3.00133,0.264962
1.753,3.01276,0.251344
1.754,3.00912,0.244639
1.755,3.01743,0.224213
1.756,3.02297,0.213939
1.757,3.02005,0.209274
1.758,3.0233,0.20773
1.759,3.02704,0.143277
1.76,3.04304,0.150252
1.761,3.04384,0.150817
1.762,3.03576,0.133278
1.763,3.03593,0.132118
1.764,3.03874,0.141265
1.765,3.04181,0.139388
1.766,3.03786,0.134483
1.767,3.04012,0.11794
1.768,3.02262,0.100865
1.769,3.02767,0.10463
1.77,3.02562,0.10198
1.771,3.01722,0.0841353
1.772,3.01827,0.0784962
1.773,3.0313,0.0877511
1.774,3.02008,0.0628884
1.775,3.03497,0.0698507
1.776,3.01866,0.0572643
1.777,3.01901,0.0308554
1.778,3.01057,0.0404933
1.779,3.01734,0.0359581
1.78,3.01648,0.0382389
1.781,2.99546,-0.0289937
1.782,2.99972,-0.0138154
1.783,2.99842,-0.0152104
1.784,3.01084,-0.0126129
1.785,3.00376,-0.0182181
1.786,3.0031,-0.0190868
1.787,3.01969,-0.0357447
1.788,3.01949,-0.0440579
1.789,3.01791,-0.0443596
1.79,3.00511,-0.0684735
1.791,3.00427,-0.0708422
1.792,3.02107,-0.0845046
1.793,2.99847,-0.108749
1.794,3.01933,-0.108056
1.795,3.00836,-0.130545
1.796,3.02525,-0.126505
1.797,3.01431,-0.144389
1.798,3.02919,-0.145638
1.799,3.03033,-0.150908
1.8,3.02638,-0.166879
1.801,3.04087,-0.168384
1.802,3.03561,-0.174841
1.803,3.05972,-0.246843
1.804,3.06856,-0.243852
1.805,3.06768,-0.246054
1.806,3.07855,-0.23736
1.807,3.08003,-0.237515
1.808,3.06659,-0.248627
1.809,3.06617,-0.250097
1.81,3.07599,-0.243807
1.811,3.07759,-0.24365
1.812,3.06437,-0.254101
1.813,3.06854,-0.252768
1.814,3.02234,-0.313038
1.815,3.01966,-0.317064
1.816,3.06085,-0.332677
1.817,3.05741,-0.339747
1.818,3.03751,-0.367479
1.819,3.06178,-0.361692
1.82,3.04375,-0.386661
1.821,3.06713,-0.414819
1.822,3.06318,-0.424215
1.823,3.06416,-0.430059
1.824,3.05665,-0.439732
1.825,3.06763,-0.460865
1.826,3.06173,-0.471206
1.827,3.04341,-0.469968
1.828,3.0609,-0.46623
1.829,3.04492,-0.483671
1.83,3.04867,-0.502999
1.831,3.03675,-0.500382
1.832,3.05008,-0.511409
1.833,3.04838,-0.50979
1.834,3.05812,-0.511772
1.835,3.03478,-0.55486
1.836,3.05231,-0.549066
1.837,3.03146,-0.564202
1.838,3.03496,-0.57404
1.839,3.03569,-0.583676
1.84,3.02208,-0.594568
1.841,3.02148,-0.595961
1.842,3.0282,-0.604457
1.843,3.02939,-0.608252
1.844,3.0288,-0.597572
1.845,3.0359,-0.598232
1.846,3.04281,-0.607951
1.847,3.04368,-0.590909
1.848,3.04786,-0.596416
