time,cD,cL
6.006,3.11225,0.315463
6.007,3.11684,0.332304
6.008,3.10968,0.364219
6.009,3.11466,0.372617
6.01,3.10747,0.397072
6.011,3.11061,0.485138
6.012,3.11351,0.509732
6.013,3.11446,0.512502
6.014,3.1047,0.506043
6.015,3.10385,0.50666
6.016,3.11251,0.521437
6.017,3.11302,0.523175
6.018,3.11405,0.525243
6.019,3.10494,0.522335
6.02,3.12581,0.608813
6.021,3.10788,0.610148
6.022,3.11212,0.629227
6.023,3.11897,0.670615
6.024,3.10707,0.656472
6.025,3.129,0.706042
6.026,3.11367,0.696196
6.027,3.10621,0.751088
6.028,3.12398,0.764633
6.029,3.12497,0.765929
6.03,3.113,0.774396
6.031,3.12254,0.782353
6.032,3.1179,0.787608
6.033,3.13998,0.837032
6.034,3.12001,0.83572
6.035,3.12139,0.8452
6.036,3.12739,0.846497
6.037,3.10243,0.90186
6.038,3.11012,0.9013
6.039,3.10413,0.907226
6.04,3.10247,0.903618
6.041,3.11949,0.925395
6.042,3.11305,0.939225
6.043,3.11791,0.938503
6.044,3.12162,1.01672
6.045,3.13155,1.01737
6.046,3.13311,1.02023
6.047,3.11753,1.0163
6.048,3.11646,1.01805
6.049,3.12996,1.02425
6.05,3.12478,1.02179
6.051,3.11245,1.01155
6.052,3.12202,1.01027
6.053,3.11288,1.04144
6.054,3.11938,1.04224
6.055,3.11478,1.05464
6.056,3.11722,1.07875
6.057,3.1398,1.10788
6.058,3.12188,1.1103
6.059,3.13073,1.12043
6.06,3.11631,1.09921
6.061,3.11625,1.10348
6.062,3.11947,1.10425
6.063,3.13066,1.10755
6.064,3.12345,1.12934
6.065,3.12235,1.11306
6.066,3.13155,1.13429
6.067,3.12792,1.1214
6.068,3.14375,1.13551
6.069,3.13256,1.14719
6.07,3.1311,1.14822
6.071,3.14866,1.15171
6.072,3.1504,1.1539
6.073,3.13182,1.14696
6.074,3.13124,1.14785
6.075,3.14043,1.15438
6.076,3.13319,1.1508
6.077,3.11258,1.1257
6.078,3.09422,1.10891
6.079,3.14011,1.10165
6.08,3.1297,1.10923
6.081,3.13128,1.11914
6.082,3.13551,1.12363
6.083,3.13683,1.1297
6.084,3.12552,1.12772
6.085,3.13605,1.12017
6.086,3.12823,1.11389
6.087,3.1272,1.11459
6.088,3.13705,1.10869
6.089,3.11958,1.07843
6.09,3.12625,1.08312
6.091,3.13294,1.0925
6.092,3.11871,1.05989
6.093,3.12583,1.07014
6.094,3.15928,1.0722
6.095,3.13463,1.0405
6.096,3.13391,1.04178
6.097,3.14441,1.04053
6.098,3.14593,1.0429
6.099,3.13146,1.0298
6.1,3.13815,1.03048
6.101,3.12619,0.9823
6.102,3.12888,0.970009
6.103,3.15781,0.9934
6.104,3.14948,0.980689
6.105,3.12676,0.917067
6.106,3.15447,0.957069
6.107,3.14026,0.923863
6.108,3.15013,0.930928
6.109,3.11553,0.820242
6.11,3.12854,0.835526
6.111,3.12884,0.834829
6.112,3.12176,0.832186
6.113,3.1596,0.858121
6.114,3.14249,0.838125
6.115,3.13792,0.831035
6.116,3.13008,0.818422
6.117,3.12176,0.798471
6.118,3.11369,0.774501
6.119,3.14104,0.783888
6.12,3.1123,0.717594
6.121,3.13151,0.730803
6.122,3.1293,0.728854
6.123,3.13861,0.70191
6.124,3.14265,0.695758
6.125,3.11564,0.667817
6.126,3.13821,0.659463
6.127,3.13592,0.555043
6.128,3.13227,0.549387
6.129,3.13107,0.548321
6.13,3.14415,0.548268
6.131,3.1455,0.548342
6.132,3.12985,0.538399
6.133,3.13638,0.537437
6.134,3.12985,0.527718
6.135,3.12502,0.421786
6.136,3.13358,0.420793
6.137,3.13839,0.42083
6.138,3.1458,0.401853
6.139,3.13345,0.386116
6.14,3.13604,0.364937
6.141,3.11279,0.268718
6.142,3.12812,0.267759
6.143,3.1209,0.266077
6.144,3.12834,0.263688
6.145,3.13832,0.252084
6.146,3.14158,0.236692
6.147,3.11045,0.171683
6.148,3.12223,0.172076
6.149,3.11784,0.165315
6.15,3.14574,0.139568
6.151,3.14386,0.152851
6.152,3.10906,0.117007
6.153,3.11672,0.112175
6.154,3.12526,0.0644534
6.155,3.12747,0.0634241
6.156,3.12905,0.010126
6.157,3.11823,-0.00390485
6.158,3.12846,-0.00294419
6.159,3.12316,-0.0118872
6.16,3.13752,-0.0630606
6.161,3.13427,-0.0733201
6.162,3.12577,-0.0818012
6.163,3.13329,-0.0881615
6.164,3.13582,-0.178777
6.165,3.12882,-0.179592
6.166,3.12781,-0.186729
6.167,3.12669,-0.187994
6.168,3.12218,-0.196113
6.169,3.11533,-0.260444
6.17,3.11496,-0.270687
6.171,3.12614,-0.296484
6.172,3.12022,-0.298713
6.173,3.11489,-0.30565
6.174,3.11324,-0.346003
6.175,3.10949,-0.347657
6.176,3.13237,-0.375844
6.177,3.11657,-0.393467
6.178,3.12058,-0.467476
6.179,3.12832,-0.466969
6.18,3.1218,-0.478003
6.181,3.13015,-0.47789
6.182,3.12561,-0.487215
6.183,3.13307,-0.536753
6.184,3.12422,-0.540965
6.185,3.1222,-0.554382
6.186,3.13625,-0.576231
6.187,3.12589,-0.63416
6.188,3.12943,-0.648403
6.189,3.12986,-0.650293
6.19,3.12297,-0.653639
6.191,3.13446,-0.667123
6.192,3.12554,-0.672327
6.193,3.1053,-0.740457
6.194,3.11249,-0.738053
6.195,3.14624,-0.739749
6.196,3.12955,-0.737405
6.197,3.11909,-0.753172
6.198,3.12219,-0.76037
6.199,3.12572,-0.793984
6.2,3.10698,-0.814809
6.201,3.12615,-0.837684
6.202,3.11557,-0.835541
6.203,3.12579,-0.847901
6.204,3.12984,-0.871638
6.205,3.12809,-0.877502
6.206,3.11995,-0.89507
6.207,3.12974,-0.900154
6.208,3.12808,-0.920331
6.209,3.13221,-0.926238
6.21,3.12425,-0.939579
6.211,3.1369,-0.994325
6.212,3.12873,-0.993379
6.213,3.12799,-0.995275
6.214,3.13569,-0.998163
6.215,3.13641,-0.999736
6.216,3.12874,-1.0035
6.217,3.13655,-1.02517
6.218,3.12886,-1.03326
6.219,3.12603,-1.03746
6.22,3.13499,-1.05404
6.221,3.12091,-1.07704
6.222,3.12769,-1.07732
6.223,3.1282,-1.07837
6.224,3.12137,-1.08639
6.225,3.12503,-1.08883
6.226,3.1324,-1.11292
6.227,3.12944,-1.10447
6.228,3.13201,-1.11637
6.229,3.12693,-1.12874
6.23,3.13739,-1.13931
6.231,3.13721,-1.14057
6.232,3.13805,-1.14388
6.233,3.13906,-1.14461
6.234,3.12957,-1.15176
6.235,3.12875,-1.15367
6.236,3.13822,-1.14897
6.237,3.13344,-1.15622
6.238,3.14034,-1.19537
6.239,3.14079,-1.15486
6.24,3.12923,-1.17374
6.241,3.12715,-1.14446
6.242,3.13593,-1.15137
6.243,3.13118,-1.15745
6.244,3.12361,-1.15769
6.245,3.13358,-1.15164
6.246,3.12608,-1.16144
6.247,3.12923,-1.1538
6.248,3.12966,-1.1545
6.249,3.13447,-1.14352
6.25,3.13224,-1.13165
6.251,3.13243,-1.14708
6.252,3.14478,-1.13472
6.253,3.14629,-1.13625
6.254,3.13162,-1.13257
6.255,3.13895,-1.12875
6.256,3.13282,-1.13169
6.257,3.13253,-1.10372
6.258,3.13625,-1.09567
6.259,3.129,-1.10817
6.26,3.13907,-1.1247
6.261,3.13241,-1.10773
6.262,3.13299,-1.10797
6.263,3.13233,-1.08937
6.264,3.13046,-1.08142
6.265,3.13506,-1.0774
6.266,3.13578,-1.07755
6.267,3.1189,-1.07125
6.268,3.14006,-1.05209
6.269,3.12069,-1.05054
6.27,3.12972,-1.03584
6.271,3.12966,-1.0276
6.272,3.12759,-1.02084
6.273,3.13143,-1.00515
6.274,3.13003,-1.00974
6.275,3.12851,-0.979963
6.276,3.13633,-0.964121
6.277,3.12791,-0.970722
6.278,3.13303,-0.963822
6.279,3.13134,-0.919332
6.28,3.13063,-0.922146
6.281,3.1358,-0.898262
6.282,3.12435,-0.910698
6.283,3.12955,-0.902008
6.284,3.12674,-0.869912
6.285,3.12778,-0.857496
6.286,3.13152,-0.833972
6.287,3.13082,-0.832012
6.288,3.13055,-0.754572
6.289,3.12893,-0.736015
6.29,3.12908,-0.73449
6.291,3.12641,-0.745093
6.292,3.13261,-0.732027
6.293,3.13345,-0.732059
6.294,3.12243,-0.72809
6.295,3.11937,-0.666572
6.296,3.11168,-0.65154
6.297,3.13698,-0.652759
6.298,3.11959,-0.634075
6.299,3.12995,-0.62368
6.3,3.11703,-0.506253
6.301,3.107,-0.512292
6.302,3.12022,-0.501255
6.303,3.11824,-0.50557
6.304,3.12665,-0.497392
6.305,3.12272,-0.500858
6.306,3.1296,-0.492671
6.307,3.13724,-0.435848
6.308,3.13381,-0.416398
6.309,3.10967,-0.394777
6.31,3.1051,-0.381548
6.311,3.1239,-0.369086
6.312,3.10564,-0.349897
6.313,3.11512,-0.331739
6.314,3.10837,-0.258243
6.315,3.12193,-0.25107
6.316,3.12172,-0.250294
6.317,3.12215,-0.24184
6.318,3.13326,-0.202449
6.319,3.11857,-0.200052
6.32,3.12401,-0.194048
6.321,3.11297,-0.161824
6.322,3.10873,-0.155177
6.323,3.12335,-0.109914
6.324,3.11574,-0.0931201
6.325,3.11651,-0.0404322
6.326,3.11958,-0.0401561
6.327,3.11861,-0.018031
6.328,3.11798,-0.0203497
6.329,3.12501,0.0316229
6.33,3.11976,0.0348938
6.331,3.12355,0.0552096
6.332,3.12739,0.0875107
6.333,3.12003,0.0890622
6.334,3.11161,0.223881
6.335,3.11628,0.230906
6.336,3.11657,0.23202
6.337,3.11145,0.247313
6.338,3.1113,0.250404
6.339,3.11375,0.238515
6.34,3.1135,0.238378
6.341,3.1152,0.2615
6.342,3.11389,0.255585
6.343,3.11842,0.265489
6.344,3.14093,0.335112
6.345,3.13319,0.362754
6.346,3.13031,0.384582
6.347,3.12424,0.410554
6.348,3.12384,0.429017
6.349,3.11801,0.440174
6.35,3.11963,0.483626
6.351,3.11674,0.480881
6.352,3.11972,0.508263
6.353,3.12572,0.600759
6.354,3.11418,0.600993
6.355,3.11275,0.602047
6.356,3.12744,0.616494
6.357,3.1284,0.61904
6.358,3.1176,0.615382
6.359,3.1004,0.647366
6.36,3.11487,0.662101
6.361,3.10459,0.654255
6.362,3.1349,0.684415
6.363,3.13017,0.680687
6.364,3.12258,0.73372
6.365,3.1305,0.746526
6.366,3.11896,0.750566
6.367,3.11282,0.783376
6.368,3.10551,0.780733
6.369,3.11025,0.818023
6.37,3.10355,0.814121
6.371,3.11404,0.83404
6.372,3.14424,0.899419
6.373,3.14148,0.891915
6.374,3.14224,0.893321
6.375,3.13599,0.902937
6.376,3.13529,0.904359
6.377,3.14413,0.910034
6.378,3.11168,0.927577
6.379,3.12144,0.930086
6.38,3.12167,0.932985
6.381,3.1378,0.956365
6.382,3.12689,0.96687
6.383,3.12524,1.00323
6.384,3.12816,1.01043
6.385,3.12827,1.01126
6.386,3.12682,1.02238
6.387,3.11159,1.03441
6.388,3.11071,1.03443
6.389,3.12195,1.03532
6.39,3.12024,1.04548
6.391,3.12479,1.06356
6.392,3.1308,1.0635
6.393,3.16708,1.12373
6.394,3.1431,1.11898
6.395,3.15548,1.12887
6.396,3.13456,1.07809
6.397,3.13446,1.11763
6.398,3.13137,1.10001
6.399,3.13085,1.11832
6.4,3.15841,1.1211
6.401,3.16243,1.14498
6.402,3.13936,1.10863
6.403,3.14739,1.12918
6.404,3.14984,1.13935
6.405,3.11547,1.15927
6.406,3.11441,1.15464
6.407,3.11661,1.12279
6.408,3.12189,1.15179
6.409,3.11908,1.15091
6.41,3.09033,1.1308
6.411,3.11448,1.14835
6.412,3.10075,1.13477
6.413,3.11134,1.13384
6.414,3.1165,1.11441
6.415,3.12008,1.11007
6.416,3.12125,1.11259
6.417,3.10901,1.09797
6.418,3.11872,1.10508
6.419,3.11814,1.1023
6.42,3.17466,1.09462
6.421,3.14943,1.07972
6.422,3.16417,1.0781
6.423,3.15303,1.08534
6.424,3.15729,1.08435
6.425,3.15652,1.07346
6.426,3.14226,1.06366
6.427,3.14449,1.07335
6.428,3.14465,1.06626
6.429,3.13519,1.04093
6.43,3.14744,1.05944
6.431,3.13841,1.0317
6.432,3.13686,1.0318
6.433,3.14202,1.0343
6.434,3.13177,1.0219
6.435,3.13343,1.02134
6.436,3.10817,1.0056
6.437,3.10539,0.984133
6.438,3.11387,0.99537
6.439,3.13499,0.985102
6.44,3.12783,0.981657
6.441,3.13405,0.981795
6.442,3.11489,0.93573
6.443,3.13442,0.948576
6.444,3.13224,0.919819
6.445,3.14332,0.933612
6.446,3.13884,0.889727
6.447,3.14092,0.901892
6.448,3.14654,0.895103
6.449,3.13519,0.838991
6.45,3.14995,0.853587
6.451,3.13957,0.828465
6.452,3.15769,0.817624
6.453,3.14239,0.772884
6.454,3.1594,0.778537
6.455,3.15503,0.634363
6.456,3.13859,0.631537
6.457,3.13729,0.630328
6.458,3.15442,0.632118
6.459,3.15537,0.632469
6.46,3.14466,0.619851
6.461,3.14372,0.61859
6.462,3.15487,0.625386
6.463,3.15612,0.625866
6.464,3.14273,0.614111
6.465,3.14773,0.565654
6.466,3.14091,0.536233
6.467,3.12737,0.547926
6.468,3.12645,0.51975
6.469,3.12609,0.51728
6.47,3.13222,0.469862
6.471,3.13207,0.476817
6.472,3.13318,0.470135
6.473,3.12795,0.448591
6.474,3.11734,0.39177
6.475,3.13049,0.385532
6.476,3.1318,0.38544
6.477,3.11537,0.374894
6.478,3.12358,0.375426
6.479,3.13847,0.337948
6.48,3.12705,0.331497
6.481,3.13792,0.311471
6.482,3.12451,0.294076
6.483,3.12895,0.270347
6.484,3.12787,0.256269
6.485,3.13768,0.215737
6.486,3.13267,0.204898
6.487,3.13236,0.200229
6.488,3.1347,0.158619
6.489,3.13694,0.148807
6.49,3.14633,0.139262
6.491,3.13753,0.124186
6.492,3.13729,0.0904865
6.493,3.14285,0.0805236
6.494,3.12702,-0.0293748
6.495,3.14117,-0.0214768
6.496,3.14207,-0.0222231
6.497,3.13089,-0.0362404
6.498,3.12992,-0.0382188
6.499,3.14124,-0.0333793
6.5,3.13991,-0.100161
6.501,3.129,-0.103165
6.502,3.14291,-0.133104
6.503,3.12306,-0.162581
6.504,3.14057,-0.170192
6.505,3.12451,-0.274538
6.506,3.13099,-0.268955
6.507,3.12999,-0.281193
6.508,3.12825,-0.284469
6.509,3.12919,-0.302837
6.51,3.125,-0.307615
6.511,3.13115,-0.35692
6.512,3.12683,-0.365351
6.513,3.12935,-0.372689
6.514,3.12734,-0.40665
6.515,3.13527,-0.41149
6.516,3.12421,-0.44233
6.517,3.13446,-0.446791
6.518,3.13055,-0.520823
6.519,3.11925,-0.525269
6.52,3.11774,-0.528124
6.521,3.13365,-0.52272
6.522,3.13456,-0.523709
6.523,3.12309,-0.535535
6.524,3.13424,-0.598296
6.525,3.14947,-0.592549
6.526,3.13733,-0.622466
6.527,3.13844,-0.620929
6.528,3.13975,-0.652602
6.529,3.12274,-0.672285
6.53,3.13196,-0.675371
6.531,3.10934,-0.78507
6.532,3.11872,-0.77008
6.533,3.11907,-0.77141
6.534,3.11329,-0.785927
6.535,3.12224,-0.783345
6.536,3.12289,-0.784491
6.537,3.11535,-0.793578
6.538,3.12114,-0.797097
6.539,3.13654,-0.866276
6.54,3.13187,-0.848921
6.541,3.14186,-0.853011
6.542,3.12517,-0.904872
6.543,3.13255,-0.88179
6.544,3.12279,-0.90973
6.545,3.11626,-0.962473
6.546,3.11665,-0.959114
6.547,3.10548,-0.971848
6.548,3.1088,-0.972923
6.549,3.14672,-0.992583
6.55,3.14352,-0.983277
6.551,3.14461,-1.02392
6.552,3.14468,-1.0041
6.553,3.14494,-1.00468
6.554,3.13603,-1.04034
6.555,3.11283,-1.05752
6.556,3.11693,-1.07103
6.557,3.12939,-1.05431
6.558,3.13386,-1.06106
6.559,3.12995,-1.0655
6.56,3.13546,-1.08926
6.561,3.139,-1.08562
6.562,3.13468,-1.08949
6.563,3.13136,-1.09798
6.564,3.11331,-1.13287
6.565,3.12625,-1.12663
6.566,3.11771,-1.13151
6.567,3.11668,-1.13386
6.568,3.12654,-1.12832
6.569,3.14767,-1.11585
6.57,3.14545,-1.12322
6.571,3.13891,-1.13667
6.572,3.12656,-1.14609
6.573,3.12523,-1.16214
6.574,3.12453,-1.1511
6.575,3.14653,-1.15899
6.576,3.12495,-1.18303
6.577,3.12365,-1.18576
6.578,3.1418,-1.15732
6.579,3.12406,-1.17566
6.58,3.13195,-1.17055
6.581,3.12651,-1.17259
6.582,3.13555,-1.16842
6.583,3.13574,-1.16782
6.584,3.14017,-1.16774
6.585,3.12437,-1.16595
6.586,3.13788,-1.17
6.587,3.1366,-1.17099
6.588,3.12459,-1.16015
6.589,3.13384,-1.16533
6.59,3.12537,-1.16499
6.591,3.12874,-1.15246
6.592,3.12069,-1.15538
6.593,3.12462,-1.1113
6.594,3.1177,-1.11718
6.595,3.11684,-1.11857
6.596,3.12481,-1.11131
6.597,3.12547,-1.11162
6.598,3.11702,-1.11771
6.599,3.11562,-1.11953
6.6,3.12811,-1.10972
6.601,3.12827,-1.11049
6.602,3.1233,-1.11302
6.603,3.17714,-1.06071
6.604,3.1788,-1.06298
6.605,3.15864,-1.06877
6.606,3.11966,-1.04563
6.607,3.12626,-1.02653
6.608,3.12037,-1.01123
6.609,3.12627,-0.985136
6.61,3.13718,-0.975318
6.611,3.12168,-0.969315
6.612,3.12087,-0.962262
6.613,3.11617,-0.951662
6.614,3.12036,-0.936434
6.615,3.13827,-0.873495
6.616,3.12303,-0.879168
6.617,3.12169,-0.879824
6.618,3.13794,-0.868537
6.619,3.13892,-0.868106
6.62,3.12503,-0.872042
6.621,3.1074,-0.814884
6.622,3.11832,-0.810772
6.623,3.13524,-0.802374
6.624,3.14079,-0.794892
6.625,3.13099,-0.783621
6.626,3.11723,-0.749539
6.627,3.1064,-0.748766
6.628,3.13754,-0.748225
6.629,3.11902,-0.728242
6.63,3.13608,-0.679446
6.631,3.11995,-0.674129
6.632,3.12414,-0.662025
6.633,3.13223,-0.646191
6.634,3.11999,-0.6237
6.635,3.12607,-0.608773
6.636,3.12228,-0.586973
6.637,3.13468,-0.493988
6.638,3.12439,-0.48613
6.639,3.1251,-0.484655
6.64,3.12595,-0.483062
6.641,3.11915,-0.486847
6.642,3.1182,-0.487436
6.643,3.12885,-0.471478
6.644,3.1189,-0.473483
6.645,3.12163,-0.462375
6.646,3.10465,-0.334848
6.647,3.1087,-0.349194
6.648,3.11016,-0.358958
6.649,3.11929,-0.347815
6.65,3.11663,-0.307845
6.651,3.11168,-0.313098
6.652,3.12066,-0.276182
6.653,3.11745,-0.272745
6.654,3.12525,-0.22536
6.655,3.13746,-0.161034
6.656,3.13357,-0.150655
6.657,3.13433,-0.149096
6.658,3.12797,-0.148681
6.659,3.12133,-0.0973398
6.66,3.12605,-0.104126
6.661,3.11078,0.00606477
6.662,3.10568,0.00234582
6.663,3.10524,0.00285848
6.664,3.11044,0.020059
6.665,3.10515,0.0150255
6.666,3.09912,0.075657
6.667,3.11284,0.055855
6.668,3.11497,0.062072
6.669,3.11731,0.0540544
6.67,3.10342,0.111897
6.671,3.1148,0.11232
6.672,3.11456,0.13802
6.673,3.1048,0.189447
6.674,3.11401,0.217399
6.675,3.11073,0.223495
6.676,3.10856,0.252783
6.677,3.11568,0.260074
6.678,3.11626,0.365626
6.679,3.11712,0.376066
6.68,3.11669,0.379287
6.681,3.12149,0.368411
6.682,3.12127,0.369095
6.683,3.12303,0.388232
6.684,3.11782,0.387352
6.685,3.11793,0.461155
6.686,3.11674,0.472052
6.687,3.117,0.47523
6.688,3.11744,0.459827
6.689,3.10174,0.495136
6.69,3.09808,0.508753
6.691,3.09489,0.525122
6.692,3.11022,0.562036
6.693,3.10362,0.569601
6.694,3.10978,0.592566
6.695,3.11498,0.605074
6.696,3.11177,0.62438
6.697,3.11642,0.673923
6.698,3.12642,0.690294
6.699,3.1276,0.692654
6.7,3.11587,0.689118
6.701,3.12194,0.698629
6.702,3.11903,0.756015
6.703,3.10894,0.736994
6.704,3.11769,0.753837
6.705,3.12285,0.802733
6.706,3.12359,0.812251
6.707,3.11523,0.808471
6.708,3.11928,0.855859
6.709,3.11722,0.843054
6.71,3.1155,0.837565
6.711,3.10508,0.843722
6.712,3.10837,0.879789
6.713,3.10739,0.883146
6.714,3.10929,0.887467
6.715,3.09952,0.895271
6.716,3.10788,0.920986
6.717,3.10097,0.938342
6.718,3.1093,0.959128
6.719,3.10996,0.96113
6.72,3.10266,0.959291
6.721,3.11088,0.967859
6.722,3.11651,0.983604
6.723,3.11618,0.987324
6.724,3.1127,0.986391
6.725,3.12591,1.00545
6.726,3.12586,1.01286
6.727,3.12656,1.02616
6.728,3.14616,1.04448
6.729,3.1244,1.03992
6.73,3.12686,1.06171
6.731,3.12578,1.05801
6.732,3.12412,1.07524
6.733,3.12974,1.07647
6.734,3.12499,1.07628
6.735,3.123,1.09107
6.736,3.12535,1.08479
6.737,3.12158,1.09462
6.738,3.12123,1.10229
6.739,3.12437,1.10399
6.74,3.11683,1.10239
6.741,3.11742,1.11148
6.742,3.12202,1.1094
6.743,3.12086,1.11256
6.744,3.12127,1.11306
6.745,3.11785,1.11345
6.746,3.12406,1.12697
6.747,3.12838,1.11085
6.748,3.12277,1.12495
6.749,3.12239,1.1195
6.75,3.13173,1.11732
6.751,3.12643,1.12085
6.752,3.13187,1.12412
6.753,3.12691,1.11782
6.754,3.13476,1.12255
6.755,3.13503,1.12484
6.756,3.13549,1.10621
6.757,3.13573,1.11643
6.758,3.14535,1.09675
6.759,3.13587,1.07948
6.76,3.13596,1.07995
6.761,3.13623,1.08642
6.762,3.13511,1.08727
6.763,3.14593,1.08779
6.764,3.1469,1.09007
6.765,3.14879,1.09305
6.766,3.1321,1.07692
6.767,3.1401,1.07989
6.768,3.13978,1.02913
6.769,3.12392,1.00189
6.77,3.13465,1.02382
6.771,3.12818,0.990267
6.772,3.13476,0.994347
6.773,3.12707,0.989472
6.774,3.13398,0.993335
6.775,3.12288,0.948553
6.776,3.12662,0.950312
6.777,3.12242,0.940653
6.778,3.12334,0.958621
6.779,3.12834,0.944392
6.78,3.12524,0.948946
6.781,3.13327,0.925983
6.782,3.13404,0.917512
6.783,3.13064,0.906157
6.784,3.13425,0.880735
6.785,3.12672,0.872226
6.786,3.13729,0.847605
6.787,3.13476,0.852751
6.788,3.13479,0.853026
6.789,3.14148,0.844222
6.79,3.13369,0.825055
6.791,3.12834,0.789901
6.792,3.13894,0.780614
6.793,3.1309,0.769858
6.794,3.13514,0.746028
6.795,3.13273,0.739511
6.796,3.13072,0.724714
6.797,3.13273,0.723141
6.798,3.12951,0.667892
6.799,3.13487,0.66832
6.8,3.12655,0.657502
6.801,3.1326,0.656909
6.802,3.12801,0.649442
6.803,3.13196,0.572482
6.804,3.13088,0.566074
6.805,3.13355,0.570106
6.806,3.12617,0.546694
6.807,3.12803,0.539579
6.808,3.13374,0.53214
6.809,3.13187,0.472211
6.81,3.13385,0.460333
6.811,3.11757,0.452145
6.812,3.12856,0.449935
6.813,3.13,0.426097
6.814,3.12625,0.398028
6.815,3.13475,0.318561
6.816,3.13292,0.323084
6.817,3.13359,0.323226
6.818,3.12724,0.305963
6.819,3.13211,0.307384
6.82,3.12459,0.273526
6.821,3.12839,0.249838
6.822,3.12493,0.24125
6.823,3.128,0.1926
6.824,3.1299,0.191851
6.825,3.12094,0.129157
6.826,3.12531,0.124935
6.827,3.12129,0.120064
6.828,3.12505,0.118783
6.829,3.13111,0.0124977
6.83,3.12326,0.0257217
6.831,3.1277,0.00896867
6.832,3.12854,0.00707277
6.833,3.11904,0.00888325
6.834,3.12513,0.00342699
6.835,3.1122,-0.0462376
6.836,3.1217,-0.060689
6.837,3.12675,-0.105776
6.838,3.12325,-0.113829
6.839,3.12463,-0.147465
6.84,3.11322,-0.214263
6.841,3.12276,-0.226046
6.842,3.12343,-0.226248
6.843,3.11555,-0.244065
6.844,3.11449,-0.24641
6.845,3.1254,-0.23977
6.846,3.12808,-0.283669
6.847,3.13072,-0.317073
6.848,3.12168,-0.329675
6.849,3.12231,-0.35759
6.85,3.11663,-0.367836
6.851,3.12109,-0.46185
6.852,3.11873,-0.476608
6.853,3.1183,-0.480219
6.854,3.12312,-0.465602
6.855,3.11884,-0.477719
6.856,3.13296,-0.513419
6.857,3.13833,-0.521851
6.858,3.11351,-0.5634
6.859,3.12566,-0.564214
6.86,3.12404,-0.619173
6.861,3.11413,-0.618151
6.862,3.12228,-0.616866
6.863,3.10944,-0.622515
6.864,3.13007,-0.651307
6.865,3.11513,-0.672886
6.866,3.12691,-0.685337
6.867,3.10914,-0.767589
6.868,3.11258,-0.773019
6.869,3.11098,-0.775497
6.87,3.12543,-0.775033
6.871,3.12632,-0.776883
6.872,3.11459,-0.781611
6.873,3.12971,-0.804039
6.874,3.14031,-0.795815
6.875,3.12298,-0.824144
6.876,3.12862,-0.831638
6.877,3.14448,-0.895863
6.878,3.12126,-0.88393
6.879,3.12672,-0.894431
6.88,3.13433,-0.940352
6.881,3.11664,-0.934537
6.882,3.12679,-0.932637
6.883,3.11285,-0.944029
6.884,3.12163,-0.970263
6.885,3.11874,-0.968408
6.886,3.12965,-1.01253
6.887,3.11368,-0.994646
6.888,3.11714,-1.00612
6.889,3.1274,-1.03906
6.89,3.11458,-1.02791
6.891,3.13498,-1.06897
6.892,3.11742,-1.068
6.893,3.12377,-1.0618
6.894,3.12446,-1.06312
6.895,3.11702,-1.08626
6.896,3.12282,-1.08856
6.897,3.12504,-1.10122
6.898,3.122,-1.1101
6.899,3.128,-1.13558
6.9,3.12677,-1.1376
6.901,3.13743,-1.13312
6.902,3.13834,-1.13393
6.903,3.12777,-1.1434
6.904,3.12703,-1.14537
6.905,3.13541,-1.14149
6.906,3.13606,-1.14233
6.907,3.1236,-1.16752
6.908,3.1327,-1.15891
6.909,3.12524,-1.14821
6.91,3.11726,-1.13452
6.911,3.12975,-1.16453
6.912,3.11748,-1.16316
6.913,3.11908,-1.15072
6.914,3.11376,-1.1515
6.915,3.11776,-1.15196
6.916,3.11466,-1.1549
6.917,3.12168,-1.15208
6.918,3.12093,-1.14889
6.919,3.12429,-1.15352
6.92,3.12294,-1.14983
6.921,3.12713,-1.14718
6.922,3.13273,-1.16326
6.923,3.12602,-1.1495
6.924,3.13163,-1.13423
6.925,3.1322,-1.15586
6.926,3.12968,-1.13059
6.927,3.13435,-1.15363
6.928,3.13676,-1.09427
6.929,3.13815,-1.09325
6.93,3.11702,-1.12085
6.931,3.11573,-1.12233
6.932,3.13215,-1.10996
6.933,3.13279,-1.11076
6.934,3.12268,-1.11376
6.935,3.12111,-1.11653
6.936,3.13586,-1.10117
6.937,3.13675,-1.1017
6.938,3.12598,-1.10846
6.939,3.12528,-1.10989
6.94,3.1349,-1.07525
6.941,3.13571,-1.06097
6.942,3.13512,-1.03876
6.943,3.13194,-1.02368
6.944,3.13354,-1.0005
6.945,3.12792,-0.991061
6.946,3.12268,-0.977296
6.947,3.11209,-0.971285
6.948,3.11707,-0.956957
6.949,3.1117,-0.956902
6.95,3.0887,-0.901538
6.951,3.09052,-0.887469
6.952,3.09118,-0.886513
6.953,3.08211,-0.895355
6.954,3.08035,-0.896442
6.955,3.09583,-0.883945
6.956,3.1471,-0.826209
6.957,3.12841,-0.833159
6.958,3.14762,-0.822038
6.959,3.12903,-0.809557
6.96,3.15148,-0.788218
6.961,3.14415,-0.774077
6.962,3.14603,-0.765919
6.963,3.13667,-0.738545
6.964,3.14032,-0.740505
6.965,3.13759,-0.718933
6.966,3.13193,-0.693676
6.967,3.12643,-0.69089
6.968,3.13044,-0.682346
